#OTU ID	Domain	Phylum	Class	Order	Family	Genus	Species
1844565	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
1845355	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
829401	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
1857626	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
1885089	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
816919	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
811544	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
1902400	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
1980148	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Octadecabacter	 
1991255	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
1108270	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
2051184	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 	 
2051608	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
1107799	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
1136443	Bacteria	 Deferribacteres	 Deferribacteres	 Deferribacterales	 Deferribacteraceae	 Mucispirillum	 schaedleri
2212505	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
2216519	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
2216525	Bacteria	 Firmicutes	 Erysipelotrichi	 Erysipelotrichales	 Erysipelotrichaceae	 	 
1111754	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
1112762	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
833390	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
2286580	Bacteria	 Tenericutes	 Mollicutes	 RF39	 	 	 
2307779	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
2309802	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Parabacteroides	 distasonis
2311550	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
2315700	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
2316624	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
2318202	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
2334610	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
2363623	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
2366688	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
2368865	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
2380160	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
835900	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 [Odoribacteraceae]	 Odoribacter	 
831301	Bacteria	 Firmicutes	 Erysipelotrichi	 Erysipelotrichales	 Erysipelotrichaceae	 	 
2406945	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 	 
839558	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
832848	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
2435303	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
1107652	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 	 
708190	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
2505250	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 	 
1113282	Bacteria	 Tenericutes	 Mollicutes	 RF39	 	 	 
2545906	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Parabacteroides	 distasonis
2575786	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Epulopiscium	 
1108747	Bacteria	 Tenericutes	 Mollicutes	 RF39	 	 	 
1105016	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
837396	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
2645483	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
2645488	Bacteria	 Firmicutes	 Erysipelotrichi	 Erysipelotrichales	 Erysipelotrichaceae	 	 
2658061	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
835825	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Pelagibacteraceae	 	 
1108378	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
838435	Bacteria	 Cyanobacteria	 Chloroplast	 Haptophyceae	 	 	 
712971	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
1106683	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
2781880	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
2797559	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
2797565	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 [Mogibacteriaceae]	 	 
1106468	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
2808640	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
2808641	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
2808643	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
2816368	Bacteria	 Verrucomicrobia	 Verrucomicrobiae	 Verrucomicrobiales	 Verrucomicrobiaceae	 Akkermansia	 muciniphila
618890	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
2897325	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfovibrionales	 Desulfovibrionaceae	 Bilophila	 
2897332	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
2901239	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
2901240	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
2944933	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
2963421	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
1110253	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
655793	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
2978122	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
2978254	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
3013444	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 	 	 
835928	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
3104855	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
3116381	Bacteria	 Cyanobacteria	 4C0d-2	 YS2	 	 	 
3149595	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 	 
3150250	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
3172943	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
3172945	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
3172949	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
3176547	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
3228682	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Polaribacter	 
3231096	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
3256303	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Pelagibacteraceae	 	 
3265889	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
3275938	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Parabacteroides	 distasonis
3293888	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
827376	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
3325988	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
3338600	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 	 
1111328	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
1106302	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
3377773	Bacteria	 Firmicutes	 Erysipelotrichi	 Erysipelotrichales	 Erysipelotrichaceae	 	 
3392840	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Dorea	 
3392842	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
3398150	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
3438276	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	 
3474081	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
678717	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
3568684	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
1109559	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
618023	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Pelagibacteraceae	 	 
3572054	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
3584772	Bacteria	 Tenericutes	 Mollicutes	 RF39	 	 	 
3614568	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
3621189	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
3641990	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 	 
3649785	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
1129965	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 	 
3695679	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Parabacteroides	 distasonis
3750373	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
3750380	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
3755578	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
1111921	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
3786232	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
3824086	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
3841096	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
3868285	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
1109178	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
1106290	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
3919797	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
833795	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
1135470	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Octadecabacter	 
1104817	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
1112984	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
1107459	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
832558	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
3998909	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4043275	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 	 
807226	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 	 
729598	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 	 
4094263	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 [Barnesiellaceae]	 	 
683707	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Pelagibacteraceae	 	 
4127460	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 	 
4144592	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Parabacteroides	 distasonis
1133174	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Octadecabacter	 
827592	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
4200918	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
4207913	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 	 
837522	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Pelagibacteraceae	 	 
4226929	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
4238179	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 	 
742358	Bacteria	 Actinobacteria	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 	 
4244336	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 	 
735356	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 	 
1010876	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
4295701	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 	 	 
4296496	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4296699	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Gillisia	 
4296701	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
4299126	Bacteria	 Proteobacteria	 Alphaproteobacteria	 RF32	 	 	 
4302396	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
4311539	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
4311976	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 	 
4317896	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
4319005	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4322607	Bacteria	 Cyanobacteria	 Chloroplast	 Stramenopiles	 	 	 
4325533	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 	 
4327881	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4328443	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
4329112	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
4329571	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Parabacteroides	 
4332743	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4333379	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Parabacteroides	 distasonis
4333590	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Parabacteroides	 distasonis
4334618	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
4334624	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
4336940	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4336943	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 	 
4338733	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 reuteri
4340153	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
4340361	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
4342680	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 	 
4343528	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
4343627	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
4343940	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 	 
4343981	Bacteria	 Tenericutes	 Mollicutes	 RF39	 	 	 
4344883	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 	 
4345266	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 	 
4345268	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
4345821	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
4347348	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Parabacteroides	 distasonis
4355436	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4355732	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
4355739	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4356307	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
4356342	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
4356685	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 	 
4357315	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
4357713	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
4363473	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 	 
4364243	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
4365130	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Parabacteroides	 distasonis
4365903	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
4366089	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
4367187	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 	 
4369326	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 	 
4369328	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 	 
4370328	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
4372003	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Parabacteroides	 
4372130	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Parabacteroides	 distasonis
4372523	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
4372578	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
4374042	Bacteria	 Deferribacteres	 Deferribacteres	 Deferribacterales	 Deferribacteraceae	 Mucispirillum	 schaedleri
4374085	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 	 
4374663	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 vaginalis
4377968	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 	 
4378740	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 
4380294	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4380438	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
4381639	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
4383135	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4387551	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 	 
4388026	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 	 
4388952	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Polaribacter	 irgensii
4389125	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
4389435	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 	 
4390754	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
4390755	Bacteria	 Tenericutes	 Mollicutes	 Anaeroplasmatales	 Anaeroplasmataceae	 Anaeroplasma	 
4391481	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiohalorhabdales	 	 	 
4393892	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4397901	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4398300	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
4398585	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
4399086	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4402042	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4402077	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4403349	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
4404485	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
4405128	Bacteria	 Cyanobacteria	 4C0d-2	 YS2	 	 	 
4407190	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4407703	Bacteria	 Firmicutes	 Erysipelotrichi	 Erysipelotrichales	 Erysipelotrichaceae	 Coprobacillus	 
4410881	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 	 
4410988	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
4414237	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
4414240	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
4414241	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4414242	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
4415814	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
4416396	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4416434	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4417539	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
4418586	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4420206	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
4420215	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
4421276	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
4424327	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4425280	Bacteria	 Tenericutes	 Mollicutes	 RF39	 	 	 
4426249	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
4428313	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
4430498	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
4432234	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
4432841	Bacteria	 Tenericutes	 Mollicutes	 RF39	 	 	 
4433823	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
4435561	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4435934	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4437359	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
4437746	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4440360	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
4440624	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
4442118	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4442459	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Parabacteroides	 
4443094	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
4444529	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 	 
4446120	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
4446732	Bacteria	 Tenericutes	 Mollicutes	 RF39	 	 	 
4448052	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
4449518	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 	 
4449525	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 [Paraprevotellaceae]	 [Prevotella]	 
4450711	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Parabacteroides	 distasonis
