#OTU ID	Domain	Phylum	Class	Order	Family	Genus	Species
179037	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
178959	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
178926	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
178852	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
178817	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
178779	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
178775	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
178735	Bacteria	 Actinobacteria	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Adlercreutzia	 
178659	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
178568	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
178556	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
178546	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
178490	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
178480	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
178461	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
178428	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
178314	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
178306	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
178114	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
178106	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
178068	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
178043	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
178026	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
177993	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
177952	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
177927	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
177917	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
177898	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
177846	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
177792	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
177765	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Coprococcus	 
177748	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
177590	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
177574	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
177539	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 	 
177533	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
177512	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
177473	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
177468	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
177451	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
177435	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
177414	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
177310	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
177308	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
177271	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
177269	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
177205	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
177115	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
177087	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
177042	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
177014	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
176990	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
176952	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
176925	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
176886	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
176868	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Dehalobacteriaceae	 Dehalobacterium	 
176858	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
176856	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
176853	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
176836	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
176798	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
176785	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
176760	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
176751	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 	 
176691	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
176615	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
176486	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
176480	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
176472	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
176455	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 [Paraprevotellaceae]	 [Prevotella]	 
176444	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
176298	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
176236	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
176174	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
176172	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
176100	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
175998	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
175972	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
175967	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
175939	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
175906	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
175901	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
175893	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
175876	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
175795	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
175758	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
175712	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
175706	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
175658	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
175650	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
175646	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
175598	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
175575	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
175573	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
175563	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
175483	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
175458	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
175432	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
175422	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
175377	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
175371	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
175365	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
175272	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
175267	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
175227	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
175155	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
175125	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
175120	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
175114	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
175077	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
175005	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
174959	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
174847	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
174824	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
174805	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
174791	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
174770	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
174768	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
174754	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
174727	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
174699	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
174698	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
174667	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
174651	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
174590	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
174583	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
174500	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
174432	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
174422	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
174420	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
174418	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
174417	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
174403	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Faecalibacterium	 prausnitzii
174337	Bacteria	 Verrucomicrobia	 Verrucomicrobiae	 Verrucomicrobiales	 Verrucomicrobiaceae	 Akkermansia	 muciniphila
174320	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
174276	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
174274	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
174272	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
174260	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
174255	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
174184	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
174177	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
174056	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
174004	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
173939	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
173914	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
173893	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
173739	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
173722	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
173245	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
173218	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
173192	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
173132	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
172859	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
172640	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
172464	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
172403	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
172389	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
172339	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
172161	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
171636	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
171617	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
171532	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
171399	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Roseburia	 
171396	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
171322	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
171195	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
170950	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
170926	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
170561	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
170555	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
170335	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 [Odoribacteraceae]	 Odoribacter	 
170328	Bacteria	 Firmicutes	 Erysipelotrichi	 Erysipelotrichales	 Erysipelotrichaceae	 	 
170056	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
169901	Bacteria	 TM7	 TM7-3	 CW040	 F16	 	 
169845	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
169815	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
169428	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
169398	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 	 
169106	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
168984	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
168671	Bacteria	 Proteobacteria	 Alphaproteobacteria	 	 	 	 
168517	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
168145	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
168054	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
167609	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
167514	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
167509	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
167420	Bacteria	 Firmicutes	 Erysipelotrichi	 Erysipelotrichales	 Erysipelotrichaceae	 	 
167338	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
167256	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
167204	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
167034	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
166927	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 	 
166911	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
166718	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
166226	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
165430	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
165241	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
165046	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
164967	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
164788	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
164664	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
164237	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
163862	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
163153	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
162991	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
162639	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
162539	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 	 
162025	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
162005	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
161993	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
161571	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
161277	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
160879	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
160016	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
158836	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
158722	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
158598	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
158217	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
158027	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
157594	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Faecalibacterium	 prausnitzii
157498	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
157479	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
157355	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
157162	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
153291	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
145737	Bacteria	 Tenericutes	 Mollicutes	 RF39	 	 	 
143925	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 	 
140683	Bacteria	 Verrucomicrobia	 Verrucomicrobiae	 Verrucomicrobiales	 Verrucomicrobiaceae	 Luteolibacter	 
140128	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Sediminicola	 
138338	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
137043	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
136633	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
136604	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
134357	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
133892	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
133349	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Candidatus Arthromitus	 
133065	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
132829	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
132303	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
130468	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
126283	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Pelagibacteraceae	 	 
113013	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Mesonia	 
110706	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
109124	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 	 
109088	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 	 
107044	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes	 massiliensis
101660	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 	 
99634	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
98939	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	 
98048	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
97294	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
97000	Bacteria	 Tenericutes	 Mollicutes	 RF39	 	 	 
81682	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	 
70728	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Aggregatibacter	 pneumotropica
70137	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
51677	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
48899	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
48325	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
47100	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
45623	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Dorea	 
45363	Bacteria	 Firmicutes	 Erysipelotrichi	 Erysipelotrichales	 Erysipelotrichaceae	 Clostridium	 cocleatum
40149	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
36503	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
31171	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
28929	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Polaribacter	 
26608	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
25695	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
22352	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
21195	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
17447	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 	 
16034	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
14035	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
1992	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
1510067	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
1517774	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
1517779	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 	 
828230	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Coprococcus	 
779865	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Octadecabacter	 
660687	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 	 
1569569	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
1571092	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
657491	Bacteria	 Tenericutes	 Mollicutes	 RF39	 	 	 
1602314	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
1603169	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 	 
1649772	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 	 
1678333	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Coprococcus	 
1684221	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfovibrionales	 Desulfovibrionaceae	 Desulfovibrio	 C21_c20
835456	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
838685	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
827195	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
789725	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Oceanospirillales	 Alcanivoracaceae	 Alcanivorax	 
1737536	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
1776713	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
1795137	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 fragilis
1026524	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
